,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Day37,9.0,47.0,70.0,30.0,6.0,40.0,10.0,13.0,3.0,0.0,5.0,2.0,2.0,5.0,1.0,3.0,4.0,2.0,69.0,31.0
Day38,18.0,4.0,85.0,20.0,2.0,29.0,11.0,8.0,6.0,6.0,3.0,1.0,1.0,4.0,3.0,5.0,2.0,0.0,76.0,24.0
Day39,11.0,3.0,72.0,63.0,3.0,36.0,13.0,11.0,5.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,0.0,4.0,70.0,30.0
Day40,15.0,5.0,63.0,35.0,50.0,45.0,13.0,5.0,2.0,2.0,2.0,0.0,5.0,6.0,4.0,3.0,2.0,2.0,60.0,40.0
Day41,9.0,4.0,67.0,52.0,1.0,78.0,8.0,9.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,7.0,7.0,3.0,64.0,36.0
Day42,44.0,3.0,71.0,18.0,2.0,39.0,54.0,7.0,4.0,1.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,69.0,31.0
Day43,13.0,4.0,66.0,21.0,3.0,45.0,10.0,56.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,7.0,3.0,65.0,35.0
Day44,5.0,1.0,70.0,12.0,2.0,41.0,10.0,28.0,54.0,1.0,6.0,4.0,3.0,0.0,7.0,1.0,2.0,5.0,67.0,33.0
Day45,54.0,4.0,71.0,37.0,5.0,44.0,14.0,3.0,0.0,40.0,2.0,3.0,2.0,6.0,1.0,5.0,2.0,3.0,69.0,31.0
Day46,17.0,3.0,71.0,21.0,0.0,40.0,11.0,47.0,4.0,3.0,44.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,67.0,33.0
Day47,50.0,3.0,68.0,12.0,3.0,34.0,68.0,3.0,3.0,3.0,2.0,56.0,3.0,7.0,3.0,1.0,1.0,1.0,67.0,33.0
Day48,46.0,3.0,74.0,15.0,5.0,39.0,60.0,4.0,2.0,1.0,3.0,4.0,52.0,3.0,1.0,4.0,4.0,5.0,73.0,27.0
Day49,40.0,5.0,70.0,21.0,3.0,42.0,48.0,6.0,2.0,2.0,2.0,2.0,1.0,43.0,3.0,1.0,4.0,3.0,67.0,33.0
Day50,10.0,1.0,85.0,35.0,5.0,42.0,10.0,9.0,0.0,0.0,3.0,2.0,1.0,5.0,57.0,0.0,2.0,3.0,63.0,37.0
Day51,14.0,1.0,77.0,50.0,4.0,69.0,11.0,7.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,58.0,1.0,1.0,75.0,25.0
Day52,13.0,2.0,82.0,46.0,4.0,61.0,7.0,11.0,3.0,4.0,4.0,2.0,0.0,2.0,5.0,4.0,43.0,3.0,77.0,23.0
