,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Day52,25.0,17.0,34.0,10.0,4.0,3.0,37.0,53.0,7.0,4.0,4.0,2.0,0.0,15.0,5.0,4.0,96.0,13.0,78.0,97.0
Day53,75.0,70.0,83.0,12.0,7.0,4.0,85.0,94.0,4.0,1.0,3.0,3.0,4.0,67.0,5.0,1.0,99.0,64.0,69.0,99.0
Day54,76.0,17.0,82.0,11.0,5.0,2.0,82.0,96.0,7.0,2.0,5.0,4.0,2.0,15.0,4.0,0.0,100.0,15.0,73.0,100.0
Day55,75.0,71.0,78.0,15.0,8.0,5.0,83.0,95.0,7.0,2.0,3.0,3.0,3.0,20.0,1.0,3.0,97.0,16.0,66.0,97.0
Day56,28.0,23.0,84.0,9.0,5.0,0.0,86.0,96.0,6.0,2.0,4.0,3.0,2.0,17.0,3.0,2.0,98.0,13.0,79.0,99.0
Day57,68.0,65.0,74.0,58.0,7.0,6.0,78.0,96.0,8.0,1.0,8.0,4.0,4.0,64.0,5.0,3.0,97.0,60.0,69.0,98.0
Day58,80.0,76.0,87.0,69.0,57.0,8.0,89.0,100.0,5.0,0.0,1.0,1.0,3.0,74.0,4.0,0.0,100.0,71.0,63.0,100.0
Day59,75.0,66.0,80.0,60.0,8.0,52.0,82.0,94.0,5.0,5.0,3.0,3.0,5.0,66.0,2.0,3.0,97.0,62.0,69.0,98.0
Day60,36.0,27.0,42.0,14.0,8.0,2.0,84.0,95.0,3.0,4.0,0.0,2.0,5.0,23.0,3.0,2.0,98.0,20.0,70.0,98.0
Day61,26.0,22.0,32.0,15.0,8.0,5.0,36.0,96.0,6.0,2.0,5.0,2.0,3.0,21.0,3.0,3.0,97.0,19.0,75.0,97.0
Day62,29.0,22.0,31.0,13.0,7.0,3.0,36.0,97.0,59.0,3.0,4.0,0.0,3.0,20.0,2.0,0.0,100.0,14.0,71.0,100.0
Day63,78.0,14.0,82.0,8.0,4.0,3.0,84.0,94.0,5.0,62.0,2.0,2.0,1.0,11.0,3.0,2.0,98.0,9.0,73.0,99.0
Day64,23.0,17.0,30.0,11.0,7.0,2.0,32.0,96.0,61.0,2.0,61.0,1.0,2.0,16.0,2.0,3.0,97.0,13.0,64.0,99.0
Day65,28.0,21.0,29.0,12.0,5.0,1.0,34.0,94.0,6.0,5.0,2.0,51.0,4.0,18.0,0.0,5.0,95.0,16.0,68.0,98.0
Day66,77.0,71.0,79.0,65.0,59.0,4.0,79.0,96.0,6.0,4.0,4.0,5.0,56.0,68.0,1.0,2.0,98.0,67.0,83.0,99.0
Day67,74.0,69.0,81.0,16.0,10.0,3.0,87.0,95.0,6.0,3.0,3.0,1.0,4.0,68.0,2.0,3.0,97.0,20.0,70.0,98.0
Day68,30.0,21.0,80.0,11.0,5.0,3.0,81.0,94.0,7.0,3.0,6.0,4.0,3.0,17.0,45.0,4.0,96.0,16.0,66.0,99.0
Day69,21.0,17.0,29.0,11.0,4.0,5.0,29.0,41.0,7.0,2.0,2.0,4.0,2.0,15.0,5.0,57.0,43.0,12.0,88.0,57.0
Day70,21.0,17.0,28.0,8.0,4.0,4.0,30.0,41.0,4.0,3.0,2.0,3.0,1.0,16.0,3.0,3.0,97.0,12.0,71.0,99.0
Day71,72.0,67.0,77.0,14.0,5.0,3.0,80.0,90.0,6.0,2.0,3.0,1.0,3.0,66.0,3.0,4.0,96.0,62.0,75.0,96.0
Day72,73.0,8.0,76.0,3.0,2.0,0.0,80.0,92.0,9.0,6.0,4.0,1.0,2.0,5.0,0.0,5.0,95.0,4.0,67.0,96.0
Day73,81.0,74.0,83.0,7.0,5.0,0.0,87.0,95.0,6.0,3.0,1.0,2.0,1.0,14.0,0.0,1.0,99.0,11.0,71.0,100.0
Day74,17.0,11.0,80.0,7.0,3.0,2.0,82.0,92.0,4.0,2.0,2.0,5.0,2.0,9.0,2.0,5.0,95.0,7.0,69.0,96.0
Day75,75.0,70.0,80.0,64.0,8.0,0.0,83.0,91.0,0.0,1.0,0.0,5.0,5.0,68.0,1.0,6.0,94.0,66.0,70.0,96.0
Day76,79.0,72.0,88.0,70.0,62.0,1.0,91.0,98.0,1.0,3.0,1.0,3.0,7.0,70.0,5.0,2.0,98.0,70.0,79.0,98.0
Day77,77.0,72.0,80.0,64.0,7.0,55.0,81.0,95.0,8.0,3.0,5.0,3.0,3.0,68.0,0.0,3.0,97.0,67.0,75.0,98.0
Day78,23.0,16.0,31.0,12.0,8.0,3.0,78.0,98.0,9.0,3.0,2.0,6.0,3.0,16.0,4.0,2.0,98.0,14.0,76.0,99.0
Day79,33.0,30.0,38.0,16.0,10.0,3.0,42.0,94.0,5.0,2.0,3.0,7.0,6.0,25.0,1.0,3.0,97.0,21.0,62.0,98.0
Day80,23.0,13.0,26.0,9.0,4.0,0.0,31.0,92.0,57.0,3.0,2.0,2.0,2.0,11.0,3.0,4.0,96.0,11.0,71.0,96.0
Day81,84.0,20.0,88.0,12.0,6.0,3.0,89.0,97.0,3.0,59.0,1.0,1.0,1.0,19.0,2.0,2.0,98.0,18.0,74.0,98.0
Day82,18.0,14.0,22.0,8.0,3.0,3.0,24.0,93.0,64.0,2.0,61.0,1.0,0.0,13.0,2.0,4.0,96.0,9.0,75.0,96.0
Day83,23.0,18.0,27.0,11.0,6.0,3.0,30.0,97.0,5.0,3.0,2.0,56.0,3.0,15.0,2.0,2.0,98.0,13.0,70.0,98.0
Day84,76.0,69.0,81.0,59.0,55.0,0.0,86.0,94.0,1.0,1.0,0.0,1.0,54.0,64.0,1.0,2.0,98.0,62.0,75.0,99.0
Day85,72.0,66.0,79.0,16.0,12.0,3.0,84.0,94.0,4.0,3.0,0.0,4.0,6.0,62.0,5.0,3.0,97.0,21.0,71.0,99.0
Day86,31.0,25.0,82.0,11.0,5.0,3.0,83.0,93.0,5.0,4.0,2.0,2.0,3.0,21.0,49.0,5.0,95.0,15.0,77.0,96.0
Day87,23.0,17.0,27.0,13.0,7.0,1.0,32.0,43.0,7.0,4.0,4.0,2.0,4.0,17.0,1.0,56.0,44.0,16.0,88.0,67.0
Day88,15.0,14.0,19.0,8.0,3.0,4.0,23.0,31.0,5.0,0.0,3.0,2.0,2.0,11.0,2.0,4.0,96.0,9.0,65.0,97.0
Day89,74.0,67.0,79.0,8.0,5.0,2.0,82.0,94.0,7.0,2.0,6.0,2.0,4.0,66.0,3.0,5.0,95.0,61.0,65.0,95.0
Day90,81.0,20.0,85.0,13.0,5.0,7.0,87.0,96.0,0.0,2.0,0.0,3.0,1.0,20.0,0.0,3.0,97.0,16.0,79.0,97.0
Day91,75.0,70.0,82.0,12.0,7.0,2.0,84.0,97.0,4.0,2.0,3.0,5.0,2.0,16.0,3.0,1.0,99.0,14.0,71.0,99.0
Day92,23.0,15.0,75.0,10.0,8.0,2.0,82.0,95.0,9.0,4.0,4.0,1.0,3.0,14.0,3.0,3.0,97.0,14.0,74.0,100.0
Day93,72.0,68.0,80.0,60.0,3.0,2.0,83.0,95.0,5.0,2.0,2.0,2.0,1.0,67.0,3.0,3.0,97.0,64.0,65.0,98.0
Day94,71.0,68.0,82.0,61.0,57.0,2.0,84.0,94.0,4.0,2.0,2.0,4.0,3.0,66.0,8.0,3.0,97.0,63.0,70.0,98.0
Day95,76.0,69.0,82.0,63.0,5.0,57.0,82.0,96.0,8.0,3.0,2.0,2.0,3.0,67.0,4.0,3.0,97.0,66.0,67.0,99.0
Day96,28.0,21.0,33.0,11.0,5.0,2.0,86.0,96.0,7.0,3.0,4.0,3.0,1.0,17.0,4.0,2.0,98.0,14.0,77.0,99.0
Day97,22.0,17.0,32.0,10.0,5.0,3.0,34.0,94.0,3.0,1.0,1.0,2.0,3.0,14.0,6.0,4.0,96.0,12.0,68.0,97.0
Day98,27.0,21.0,35.0,11.0,5.0,3.0,37.0,97.0,51.0,3.0,4.0,8.0,3.0,20.0,5.0,3.0,97.0,17.0,68.0,99.0
Day99,66.0,15.0,72.0,6.0,4.0,1.0,72.0,87.0,10.0,48.0,2.0,3.0,3.0,12.0,4.0,7.0,93.0,10.0,75.0,95.0
Day100,20.0,14.0,24.0,9.0,5.0,3.0,25.0,96.0,62.0,5.0,59.0,5.0,1.0,12.0,1.0,1.0,99.0,10.0,73.0,99.0
Day101,27.0,22.0,35.0,12.0,5.0,2.0,37.0,97.0,3.0,1.0,3.0,51.0,4.0,18.0,7.0,2.0,98.0,16.0,70.0,98.0
Day102,80.0,78.0,82.0,73.0,63.0,7.0,84.0,95.0,3.0,1.0,1.0,3.0,59.0,78.0,2.0,2.0,98.0,76.0,70.0,98.0
Day103,68.0,66.0,73.0,12.0,5.0,3.0,76.0,93.0,5.0,2.0,1.0,6.0,5.0,63.0,3.0,2.0,98.0,16.0,68.0,99.0
Day104,17.0,15.0,81.0,7.0,3.0,3.0,82.0,98.0,12.0,1.0,6.0,4.0,2.0,14.0,62.0,0.0,100.0,9.0,70.0,100.0
Day105,19.0,15.0,25.0,15.0,7.0,6.0,26.0,42.0,4.0,1.0,1.0,4.0,5.0,15.0,1.0,55.0,45.0,15.0,90.0,60.0
