,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Day86,2.0,50.0,50.0,12.0,49.0,3.0,1.0,3.0,3.0,54.0,2.0,5.0,54.0,56.0,84.0,5.0,10.0,4.0,52.0,52.0
Day87,2.0,53.0,54.0,63.0,52.0,2.0,5.0,2.0,4.0,49.0,4.0,5.0,45.0,41.0,80.0,55.0,58.0,3.0,49.0,56.0
Day88,1.0,57.0,57.0,71.0,54.0,3.0,4.0,1.0,1.0,45.0,4.0,6.0,46.0,46.0,88.0,4.0,70.0,1.0,45.0,57.0
Day89,5.0,48.0,49.0,10.0,48.0,2.0,3.0,3.0,1.0,49.0,5.0,8.0,51.0,52.0,60.0,5.0,9.0,54.0,47.0,81.0
Day90,59.0,62.0,66.0,11.0,65.0,7.0,2.0,6.0,0.0,59.0,0.0,2.0,60.0,62.0,68.0,3.0,10.0,3.0,57.0,83.0
Day91,2.0,82.0,54.0,10.0,58.0,2.0,2.0,4.0,1.0,51.0,3.0,8.0,51.0,52.0,64.0,1.0,7.0,2.0,50.0,53.0
Day92,4.0,52.0,76.0,8.0,53.0,2.0,7.0,3.0,5.0,51.0,4.0,5.0,51.0,50.0,58.0,3.0,8.0,4.0,49.0,60.0
Day93,2.0,53.0,52.0,67.0,51.0,2.0,3.0,5.0,4.0,50.0,2.0,4.0,51.0,52.0,87.0,3.0,11.0,4.0,49.0,54.0
Day94,1.0,47.0,48.0,9.0,73.0,2.0,2.0,2.0,1.0,54.0,2.0,7.0,55.0,54.0,60.0,3.0,7.0,2.0,53.0,49.0
Day95,4.0,57.0,85.0,9.0,53.0,55.0,0.0,4.0,6.0,42.0,3.0,4.0,44.0,43.0,55.0,3.0,8.0,3.0,39.0,64.0
Day96,4.0,54.0,51.0,8.0,51.0,2.0,54.0,0.0,3.0,54.0,3.0,6.0,53.0,54.0,59.0,2.0,4.0,3.0,52.0,79.0
Day97,4.0,51.0,55.0,62.0,49.0,4.0,2.0,54.0,3.0,49.0,1.0,4.0,51.0,50.0,85.0,4.0,60.0,2.0,48.0,56.0
Day98,3.0,74.0,51.0,7.0,49.0,2.0,2.0,1.0,47.0,53.0,4.0,11.0,51.0,50.0,59.0,3.0,4.0,7.0,52.0,53.0
Day99,3.0,46.0,43.0,17.0,42.0,2.0,0.0,3.0,8.0,78.0,2.0,5.0,50.0,48.0,57.0,7.0,16.0,3.0,60.0,44.0
Day100,1.0,54.0,52.0,9.0,54.0,2.0,1.0,4.0,3.0,55.0,60.0,65.0,54.0,54.0,90.0,1.0,8.0,2.0,52.0,50.0
Day101,4.0,50.0,49.0,14.0,47.0,2.0,2.0,5.0,0.0,52.0,3.0,55.0,54.0,52.0,86.0,3.0,9.0,3.0,51.0,52.0
Day102,1.0,39.0,44.0,12.0,38.0,7.0,2.0,5.0,2.0,59.0,1.0,4.0,77.0,37.0,45.0,1.0,9.0,3.0,58.0,45.0
Day103,0.0,55.0,52.0,17.0,53.0,3.0,3.0,6.0,4.0,47.0,1.0,7.0,48.0,72.0,66.0,2.0,13.0,4.0,46.0,55.0
Day104,1.0,49.0,48.0,3.0,47.0,3.0,1.0,0.0,6.0,51.0,6.0,11.0,51.0,51.0,86.0,0.0,2.0,2.0,51.0,50.0
Day105,3.0,48.0,50.0,69.0,48.0,6.0,1.0,8.0,3.0,59.0,1.0,4.0,60.0,57.0,89.0,56.0,67.0,0.0,59.0,44.0
Day106,2.0,49.0,50.0,68.0,50.0,3.0,4.0,3.0,1.0,56.0,1.0,5.0,56.0,55.0,89.0,5.0,68.0,7.0,54.0,53.0
Day107,1.0,53.0,49.0,7.0,52.0,2.0,0.0,3.0,3.0,52.0,5.0,8.0,49.0,51.0,60.0,2.0,5.0,54.0,51.0,76.0
Day108,55.0,60.0,60.0,10.0,61.0,2.0,4.0,2.0,0.0,58.0,3.0,6.0,60.0,60.0,70.0,4.0,9.0,2.0,57.0,79.0
Day109,3.0,80.0,47.0,10.0,56.0,2.0,1.0,3.0,2.0,59.0,5.0,10.0,57.0,57.0,67.0,3.0,7.0,4.0,58.0,47.0
Day110,2.0,55.0,76.0,18.0,53.0,2.0,2.0,3.0,6.0,56.0,4.0,8.0,56.0,55.0,67.0,4.0,11.0,2.0,55.0,51.0
Day111,3.0,54.0,56.0,64.0,51.0,3.0,1.0,4.0,3.0,47.0,3.0,9.0,48.0,50.0,88.0,1.0,7.0,2.0,45.0,58.0
